post_id,post_title,date,raw_company,raw_title,raw_yoe,raw_salary,raw_salary_total,raw_location,company,title,location,yoe,salary,salary_total
1436831,Zeta (Directi) vs Inmobi (Glance) | SDE 3 | Bangalore,2021/08/31,zeta,senior software engineer,8 yrs,inr 55 lpa fixed,: 62.7lpa (for first year),bangalore,zeta,sde 2,bangalore,8.0,5500000.0,6270000.0
1146853,Just Pay | SDE 1,2021/04/07,just pay,software developer,2+,rs. 26 lcas,~ 30 lac,bengaluru,just pay,sde 1,bangalore,2.0,2600000.0,3000000.0
1636123,Salesforce | MTS | Bengaluru,2021/12/19,salesforce,member of technical staff,3,"31,00,000 inr",: 4180000,"bengaluru, india",salesforce,mts 1,bangalore,3.0,3100000.0,4180000.0
1276928,AMAZON | SDE 1,2021/06/16,amazon,sde-1,0 months,inr 14.5l base,,bangalore,amazon,sde 1,bangalore,0.0,1450000.0,-1.0
889818,AMAZON | SDE 1| Bangalore,2020/10/11,amazon,sde i,1.4 year,"₹16,00,000 per annum",": ₹21,50,000 in 1st year",bangalore,amazon,sde 1,bangalore,1.4,1600000.0,2150000.0
966407,Gojek | Product Engineer | Bangalore | India,2020/12/10,gojek,product engineer,1+,"inr 20,00,000",": ~ inr 25,00,000",bangalore,gojek,product engineer 1,bangalore,1.0,2000000.0,2500000.0
774354,Goldman Sachs | JAVA Developer | Bengaluru,2020/08/05,goldman sacs,java developer,1 yr sde + 3 months internship,30 lpa,: 30 lpa base + 10 lacks stocks + 6 variable,bengaluru,goldman sachs,java developer,bangalore,1.0,3000000.0,-1.0
1167651,Media.Net SDE-1,2021/04/20,media.net,sde-1,0,"17,00,004 per annum",": around 22,05,000",mumbai,media.net,sde 1,mumbai,0.0,1700004.0,2205000.0
1387721,Jio | SDE | Mumbai,2021/08/07,reliance jio,sde 1,2.5,"inr 14,50,000 base",": ~ inr 17,50,000",mumbai,reliance jio,sde 1,mumbai,2.5,1450000.0,1750000.0
860738,Bank of New York | Software Engineer | Bangalore,2020/09/23,bank of new york,software engineer,,"8,00,000",: (salary + bonus) = 12 lpa,bangalore,bank of new york,sde 1,bangalore,-1.0,800000.0,1200000.0
1721305,Twilio | SSE (L3) | Bangalore,2022/01/26,twilio,sse,4.5,30 lpa,: 48 lpa,"bangalore, india",twilio,sde 2,bangalore,4.5,3000000.0,4800000.0
400337,CreditVidya | SDE1 | Hyderabad,2019/10/08,creditvidya,sde - 1,2.2 years,11 lpa,: 11 lpa,hyderabad,creditvidya,sde 1,hyderabad,2.2,1100000.0,1100000.0
1650067,Rubrik | SDE1 | Bangalore,2021/12/27,rubrik,sde1,1.5,"inr 36,00,000",: ~73 lpa,bangalore,rubrik,sde 1,bangalore,1.5,3600000.0,7300000.0
654523,Amazon | SDET-II | Bangalore,2020/05/27,amazon,sdet-ii,8,26 lpa,": ~39 lpa for year 1, ~ 42 lpa for year 2",bangalore,amazon,sdet 2,bangalore,8.0,2600000.0,4200000.0
684514,Amazon | SDE 1 | Bangalore,2020/06/13,amazon,software development engineer 1,0,rs 13 lpa,: rs 18.5 lpa,delhi,amazon,sde 1,delhi,0.0,1300000.0,1850000.0
1167484,Urban Company | Software Development Engineer I | Gurugram,2021/04/20,urban company,software development engineer i,1+ years of internship exp,"inr 14,00,000",: inr 18lpa,gurugram,urban company,sde 1,delhi,1.0,1400000.0,1800000.0
1101701,SAP Labs India | Developer Associate | Bangalore,2021/03/09,sap labs india,developer associate,fresher,9.5 lpa,: 20 lpa (inr),bangalore,sap labs,developer associate,bangalore,0.0,950000.0,2000000.0
1742305,Flipkart | SDE 1 |Bangalore,2022/02/03,flipkart,sde 1,2+ yrs,"inr 20,00,000",": ~inr 24,00,000","bangalore, india",flipkart,sde 1,bangalore,2.0,2000000.0,2400000.0
1208979,MakeMyTrip | Senior Software Engineer | Bangalore,2021/05/15,makemytrip,senior software engineer 1,~2 years,16 l,: ~16l,bangalore,makemytrip,sde 2,bangalore,2.0,1600000.0,1600000.0
1373475,Gojek | Lead Software Engineer - Front End | Bangalore,2021/07/31,gojek,lead frontend engineer,9,42l base,: 42 + 15 + 8 = 65 l,bangalore,gojek,n/a,bangalore,9.0,4200000.0,6500000.0
1199000,Unbxd | SDE-2 | Bangalore,2021/05/09,unbxd,software development engineer,2.5 years date of the offer,24lpa,: 30.4lpa,"bangalore, india",unbxd,sde 1,bangalore,2.5,2400000.0,3040000.0
995014,Amazon | SDE-2 | Hyderabad,2020/12/31,amazon,sde2,5.5,"inr 28,00,000",": inr 46,50,000 first year",hyderabad,amazon,sde 2,hyderabad,5.5,2800000.0,4650000.0
1096441,Glance (InMobi) | SDE 2 | Bangalore,2021/03/06,glance (inmobi),sde ii,3y 6m,28l take home,:32.5 + stocks,bangalore,inmobi,sde 2,bangalore,3.0,2800000.0,-1.0
1106046,Spinny | SDE-1 | Gurgaon,2021/03/12,spinny,software development engineer 1,0,"18,00,000 inr",: inr 18 lpa,gurgaon,spinny,sde 1,delhi,0.0,1800000.0,1800000.0
1156842,Zomato - SDE,2021/04/13,zomato,sde,2+,27 lpa,~ 30 lpa,india,zomato,sde 1,india,2.0,2700000.0,3000000.0
820644,Microsoft | L63(SSE) | Hyderabad,2020/08/31,microsoft,l63,10,41lpa,: 65lpa for the first year,hyderabad,microsoft,sde 3,hyderabad,10.0,4100000.0,6500000.0
1202267,Remidio | Software Engineer | Bangalore,2021/05/11,remidio innovative solutions pvt ltd,software engineer,2.5,28 lpa,: 32 lpa,bangalore,remidio innovative solutions pvt ltd,sde 1,bangalore,2.5,2800000.0,3200000.0
1327795,OLA | SDE 2,2021/07/10,ola,sde-2,4.8 yoe,"rs. 37,00,000","~ rs. 43,00,000",india,ola,sde 2,india,4.8,3700000.0,4300000.0
621143,Zynga | SDE2 | Bangelore,2020/05/09,zynga,software engineer 2,2.8,2200000,: 3000000,bangelore,zynga,sde 2,bangalore,2.8,2200000.0,3000000.0
400121,Cadence | Lead Engineer | Bangalore,2019/10/08,cadence,lead engineer,5,"rs 28,50,000",,"bangalore, india",cadence,sde 3,bangalore,5.0,2850000.0,-1.0
1592413,Microsoft - SDE-2 L61 - Hyderabad,2021/11/23,microsoft,sde-2 l61,4 yrs,inr 26 lpa,: ~ inr 42.5 lpa (first year) ~41 lpa (second year),"hyderabad, india",microsoft,sde 2,hyderabad,4.0,2600000.0,4250000.0
1315041,AMAZON | SDE 1 | HYDERABAD,2021/07/04,amazon,software dev. i,10 months,"14,50,000 rs",": 20,20,000 lpa first year",hyderabad,amazon,sde 1,hyderabad,0.8333333333333334,1450000.0,2020000.0
860248,Cloudera | Software Engineer (New College Graduate) | Bangalore,2020/09/23,cloudera,,,"16,00,000 /- inr",: (salary + benefits + stock) = 16 + 0.8 + 0.8 + (8.62 / 4) = 19.77 lpa,"bangalore, india",cloudera,n/a,bangalore,-1.0,1600000.0,1977000.0
884864,Verizon | Full Time | Bengaluru,2020/10/08,verizon,mts - 1,0,7.2 lpa,,bengaluru,verizon,mts 1,bangalore,0.0,720000.0,-1.0
1574182,Amazon | SDE2 | Bangalore,2021/11/12,amazon,sde2,4yrs 8 months,"inr 31,00,000",": inr 55,00,000 first year",bangalore,amazon,sde 2,bangalore,4.666666666666667,3100000.0,5500000.0
551408,Adobe | Computer Scientist | Bangalore,2020/03/26,adobe,,6.5 years,32lpa,: 44lpa first year,bangalore,adobe,n/a,bangalore,6.5,3200000.0,4400000.0
884870,Nokia | Full Time | Bengaluru,2020/10/08,nokia,telecom domain,0,7 lpa,,bengaluru,nokia,n/a,bangalore,0.0,700000.0,-1.0
1110181,Josh Technology Group | SDE,2021/03/15,josh technology group,software developer,1+,"inr 9,00,000",": ~inr 10,50,000",gurugram,josh technology group,sde 1,delhi,1.0,900000.0,1050000.0
1484516,OYO - SSE,2021/09/25,oyo,sde2,5+,inr 3900000,": inr 45,00,000",gurgaon,oyo,sde 2,delhi,5.0,3900000.0,4500000.0
456372,OYO Rooms | SDE | Hyderabad or Bangalore or Gurgaon,2019/12/20,oyo rooms,software developer engineer i,0,"inr 12,50,000",": inr 15,00,000 per year.",hyderabad or bangalore or gurgaon,oyo,sde 1,hyderabad,0.0,1250000.0,1500000.0
347742,EQ Technologic | Implementation Engineer | Pune,2019/07/31,eq technologic pune,implementation engineer,fresher,8.5 lpa,,"pune, mh",eq technologic pune,implementation engineer,pune,0.0,850000.0,-1.0
857383,Oracle OCI | PMTS | Bangalore,2020/09/21,oracle oci,pmts,9.5,42.5 lakh inr,: ~47l,"bangalore, india",oracle,pmts,bangalore,9.5,4250000.0,4700000.0
1293543,WhiteHatJr SDE-1,2021/06/24,morgan stanley,quant,4 months fulltime,"rs 25,00,000",": rs 29,00,000(includes rs1,50,000 in pf) + bonus",mumbai,morgan stanley,n/a,mumbai,0.3333333333333333,2500000.0,-1.0
1520288,Flipkart | SDE2 | Bengaluru,2021/10/14,flipkart,sde 2,6,"inr 29,00,000",": inr 45,22,838","banglore, india",flipkart,sde 2,bangalore,6.0,2900000.0,4522838.0
588340,Microsoft | SDE1 (L60) | Hyderabad,2020/04/20,microsoft,sde1,2.5 years,inr 1800000,,hyderabad,microsoft,sde 1,hyderabad,2.5,1800000.0,-1.0
996285,ServiceNow | SDE2 | Hyderabad,2021/01/01,servicenow,software dev. ii,3,"19,10,300 inr",: ~27 lpa,"hyderabad, in",servicenow,sde 2,hyderabad,3.0,1910300.0,2700000.0
467187,ExxonMobil | CS Engineer | Bangalore,2020/01/01,exxonmobil,f&l cs engineer,0,"inr 5,50,000","(ctc): inr 10,80,000",bangalore,exxonmobil,n/a,bangalore,0.0,550000.0,1080000.0
1006906,"Microsoft | L61 | Hyderabad, India",2021/01/08,microsoft,l61,5,19 lpa,: 2366975 (without retention bonus),"hyderabad, india",microsoft,sde 2,hyderabad,5.0,1900000.0,2366975.0
1264691,KLA Tencor | Software Engineer 3 | Chennai,2021/06/11,kla tencor,associate technical lead,3 years,18 lpa,~ 30 l,chennai,kla tencor,n/a,chennai,3.0,1800000.0,3000000.0
1121413,Microsoft | SDE2 | India,2021/03/22,microsoft,software development engineer ii,4.1 years,inr 19.75 lpa,: ~inr 26 lpa to ~inr 28 lpa (depending upon bonus amount),india,microsoft,sde 2,india,4.1,1975000.0,2800000.0
1454284,Google | L4 | India,2021/09/09,google,l4,3,32l,: 64l for first year,bangalore,google,sde 2,bangalore,3.0,3200000.0,6400000.0
998257,DXC TECHNOLOGY | Associate Professional Software Engineer | Gurgaon,2021/01/02,dxc technology,associate professional software engineer,fresher,3.6 lpa,: 3.6 lpa,gurgaon,dxc technology,sde 1,delhi,0.0,360000.0,360000.0
871387,Citrix | Senior Software Engineer I | Bangalore,2020/09/30,citrix,sr. software engineer i,7+ yrs,"26,50,000",": 32,00,000 pa.",bangalore,citrix,sde 2,bangalore,7.0,2650000.0,3200000.0
1129098,Enphase Energy Banaglore SDE1,2021/03/27,enphase energy,sde,"1year, 8 months","rs 16,90,000 base relocation/signing",": rs 21,00,000",bangalore,enphase energy,sde 1,bangalore,1.6666666666666665,1690000.0,2100000.0
1263129,InsuranceDekho - Software Developer,2021/06/10,insurancedekho,software developer,2+,"22,00,000 rs.",": ~26,00,000",gurgaon,insurancedekho,sde 1,delhi,2.0,2200000.0,2600000.0
1607894,Cure.fit | SDE 2 | Bangalore,2021/12/02,cure.fit,software development engineer,4+ yrs,"inr 45,00,000",": inr 57,00,000",bangalore,cure.fit,sde 1,bangalore,4.0,4500000.0,5700000.0
1349918,Dream 11 & Upgrad & Rakuten India,2021/07/20,dream 11,sde ii,10.5,inr 35l,: 35l + 3l + 2.9l (1st year) = 40.9l,mumbai,dream11,sde 2,mumbai,10.5,3500000.0,4090000.0
441829,Atlassian | Junior Software Developer | Bangalore,2019/12/01,atlassian,junior software developer,0,"12,50,000 inr",":23,50,000 inr",bangalore,atlassian,sde 1,bangalore,0.0,1250000.0,2350000.0
288866,Microsft SDE1 India,2019/05/08,microsoft,sde-1 level 60,2,inr 1800000,: inr 2250000,"bangalore, india",microsoft,sde 1,bangalore,2.0,1800000.0,2250000.0
1010619,PocketPills | SDE (Backend) | Gurugram | Dec 2020,2021/01/10,pocketpills,sde,1.5,2800000,~ 3100000,gurugram,pocketpills,sde 1,delhi,1.5,2800000.0,3100000.0
1694742,Uber | SDE1 (L3) | Hyderabad,2022/01/16,uber,sde1,0,inr 2100000,: inr 3477500,hyderabad,uber,sde 1,hyderabad,0.0,2100000.0,3477500.0
555684,Flipkart | SDE III | Bangalore,2020/03/29,flipkart,sde3,4.6,"inr 36,00,000",": inr 49,00,000 first year",bangalore,flipkart,sde 3,bangalore,4.6,3600000.0,4900000.0
761002,Fidelity Investments | Executive Graduate Trainee | Bangalore/Chennai,2020/07/29,fidelity investments,executive graduate trainee,0,"inr 9,23,860",": inr 12,93,000",bangalore,fidelity investments,graduate engineer trainee,bangalore,0.0,923860.0,1293000.0
1385645,Freecharge | SDE1 | Gurgaon,2021/08/05,freecharge,sde1,2,11.5,: inr 17lpa,gurgaon,freecharge,sde 1,delhi,2.0,1150000.0,1700000.0
1665552,JP Morgan Chase & Co. | Tech Analyst | Bangalore,2022/01/04,jp morgan chase & co,technology analyst,fresher,"inr 12,00,000",": inr 14,00,000","bangalore, india",jp morgan,techonology analyst,bangalore,0.0,1200000.0,1400000.0
260855,Amazon SDE2 salary (India),2019/03/24,amazon,sde2,5.5,"inr 28,00,000",": inr 38,00,000 for the first year.",bangalore,amazon,sde 2,bangalore,5.5,2800000.0,3800000.0
1557202,Postman | Senior Software Engineer |Bangalore,2021/11/03,postman,senior software engineer,5.3yrs,49 lpa,: 61lpa inr,bangalore,postman,sde 2,bangalore,5.3,4900000.0,6100000.0
1548322,Dream 11 | SDE 3 | Mumbai,2021/10/30,dream11,sde-3,5.2 yrs,"inr 47,00,000",": inr 60,00,000","mumbai, india",dream11,sde 3,mumbai,5.2,4700000.0,6000000.0
1732344,Cognizant | Analyst | Bangalore,2022/01/31,cognizant,analyst,0,"3,90,000/-",": 3,90,000/-",bangalore,cognizant,analyst,bangalore,0.0,390000.0,390000.0
1672760,SmartCoin Financials | SDE - 2,2022/01/07,smartcoin financials,sde-2,,inr 18l,: ctc 23 lakhs inr,bangalore,smartcoin,sde 2,bangalore,-1.0,1800000.0,2300000.0
1557216,Unacademy | SDE 2 | Bengaluru,2021/11/03,unacademy,sde2,4+ yrs,"inr 45,00,000",": inr 55,00,000",bengaluru,unacademy,sde 2,bangalore,4.0,4500000.0,5500000.0
837649,Oracle | SDE 2 | Bangalore,2020/09/09,oyo,senior software engineer,3,"23,40,000 inr",": 33,00,000",bangalore,oyo,sde 2,bangalore,3.0,2340000.0,3300000.0
1194041,Gainsight | Associate Software Developer | Bangalore,2021/05/06,gainsight,associate software developer,0,"rs. 11,30,000 lakhs per annum",": rs. 11,30,000 (11,30,000+variable+0)",bangalore,gainsight,sde 1,bangalore,0.0,1130000.0,1130000.0
1520075,Google | L4 | Bangalore,2021/10/14,google,l4,2.5,32 lpa,: ~70lpa,bangalore,google,sde 2,bangalore,2.5,3200000.0,7000000.0
275531,Oracle SDE 1 Hyderabad-India,2019/04/15,oracle india pvt. limited,sde 1,0,ctc 9 lakhs,,"hyderabad, india",oracle,sde 1,hyderabad,0.0,900000.0,-1.0
1266509,Disney+Hotstar | SDE1,2021/06/12,disney,sde-1,0,rs. 16.5l,1st year(salary + bonus + stock) ~ 20.75l,india,disney,sde 1,india,0.0,1650000.0,2075000.0
1150017,D.E. SHAW | SDE1 | Hyderabad,2021/04/09,d.e. shaw,member technical,0,19.5 lpa,,"hyderabad, india",d.e. shaw,mts 1,hyderabad,0.0,1950000.0,-1.0
1006523,"Cadence, Lead Software Engineer, Bangalore",2021/01/07,cadence,lead software engineer,3.5,"32,50,000",: 38lpa,bangalore,cadence,sde 3,bangalore,3.5,3250000.0,3800000.0
1328666,Flipkart | SDE 1 | Bangalore,2021/07/10,flipkart,sde-1,2+,24 lpa,~ 31lpa,bangalore,flipkart,sde 1,bangalore,2.0,2400000.0,3100000.0
1331337,Adobe | Computer scientist | Banglore,2021/07/11,adobe,computer scientist,5.5,30l,: 37.2l + stock,bangalore,adobe,n/a,bangalore,5.5,3000000.0,3720000.0000000005
1077494,Microsoft| SDE 2 L61| Hyderabad| Accepted,2021/02/22,microsoft,sde 2 l61,3.5,23 lpa,: 39 l,hyderabad,microsoft,sde 2,hyderabad,3.5,2300000.0,3900000.0
1271049,PhonePe | Software Engineer | Banglore,2021/06/14,phonepe,software engineer,fresher,17.5 l,: 17.5 + 5 + 2 = 24.5 l,kormangla banglore,phonepe,sde 1,bangalore,0.0,1750000.0,2450000.0
1180008,KLA | Software Engineer | Chennai,2021/04/28,amazon,sde1,2,inr 16 l,: 24l ( first year ),bangalore,amazon,sde 1,bangalore,2.0,1600000.0,2400000.0
1699716,Apple | SDE | Hyderabad,2022/02/07,apple,software development engineer,1.5,"rs. 22,00,000",": ~rs 42,00,000/year","hyderabad, india",apple,sde 1,hyderabad,1.5,2200000.0,4200000.0
1143725,Josh Technology Group - SDE,2021/04/05,josh technology group,software developer,1.9,"inr 12,00,000",": ~inr 14,00,000",gurugram,josh technology group,sde 1,delhi,1.9,1200000.0,1400000.0
1474418,LTI Fresher Level-2 GET,2021/09/20,lti,get l-2,0,650000,:650000,pune,l & t infotech,n/a,pune,0.0,650000.0,650000.0
1267159,OLA | SDE-1 | Offer | Rejected,2021/06/12,ola,sde-1,3.5,rs. 2500000,~ rs. 2500000,india,ola,sde 1,india,3.5,2500000.0,2500000.0
501969,Microsoft | SDE II (L61) | Hyderabad,2020/02/07,microsoft,software development engineer ii,4.5,"inr 21,00,000",": inr 40,00,000 first year","hyderabad, india",microsoft,sde 2,hyderabad,4.5,2100000.0,4000000.0
1194690,Infosys - System Engineer,2021/05/06,infosys,system engineer,0,inr 380000,": ~ inr 400,000 first year",india,infosys,systems engineer,india,0.0,380000.0,400000.0
968205,Oracle OCI | IC2 | Hyderabad,2020/12/11,oracle oci,ic2,2.5,rs 22l,: rs 29l,hyderabad,oracle,ic2,hyderabad,2.5,2200000.0,2900000.0
1587369,Wells Fargo | Associate | Hyderabad,2021/11/20,wells fargo,associate,0,"inr 13,00,000 ctc",": ~ inr 13,00,000 + 1,30,000 + 1,70,000 + 1,00,000 = 17,00,000","hyderabad, india",wells fargo,sde 1,hyderabad,0.0,1300000.0,1700000.0
1639359,Amazon | SDE-2 | Bangalore,2021/12/21,amazon,sde-2,2.5 years,inr 38 lakhs,: inr ~60 lpa,bangalore,amazon,sde 2,bangalore,2.5,3800000.0,6000000.0
1666675,Cisco | SDE2 | Bangalore,2022/01/04,cisco,sde 2,2.5,"inr 19,00,000",": inr 24,50,000",india,cisco,sde 2,india,2.5,1900000.0,2450000.0
1310266,Accenture | Associate Software Engineer,2021/07/02,accenture,associate software engineer,fresher,450000,": 5,00,000",india,accenture,sde 1,india,0.0,450000.0,500000.0
1077523,Paypal | SE 2 | Bangalore,2021/02/22,paypal,software engineer 2,3.8,18 fixed,: 18lpa + 1.8 + 4.2 = 24lpa / year,bangalore,paypal,sde 2,bangalore,3.8,1800000.0,2400000.0
666143,Infosys | System Engineer | Mysore,2020/06/02,infosys,system engineer,0,inr 360000,: ~ inr 400000 first year,"infosys, mysore",infosys,systems engineer,mysore,0.0,360000.0,400000.0
1348019,Arista Networks | SE | Bangalore,2021/07/19,arista networks,se,6,25 l,: 33.5 l,bangalore,arista networks,sde 1,bangalore,6.0,2500000.0,3350000.0
1252900,Licious - SDE2,2021/06/05,licious,sde2,5+,"₹ 32,00,000 fixed",": 39,00,000 for first year",bangalore,licious,sde 2,bangalore,5.0,3200000.0,3900000.0
1536011,Swiggy |Senior Software Engineer | Bengaluru,2021/10/23,swiggy,senior software engineer,5.2yrs,53 lpa,: 70 lpa,bengaluru,swiggy,sde 2,bangalore,5.2,5300000.0,7000000.0
311869,Amazon | SDE1 | Bangalore,2019/06/15,amazon,sde 1,1,rs 14 lakhs,: rs 24 lakhs,"bangalore, india",amazon,sde 1,bangalore,1.0,1400000.0,2400000.0
1267987,Lowe's | SDE-1 | Bangalore,2021/06/13,lowe,software development engineer 1,0,"inr 11,00,000",": inr 14,10,000",bangalore,lowe,sde 1,bangalore,0.0,1100000.0,1410000.0
1205864,MindTickle | SDET 2 | Pune,2021/05/13,mindtickle,sdet-2,3,rs 2500000,: rs 2950000+1000 eshop,"pune, india",mindtickle,sdet 2,pune,3.0,2500000.0,2950000.0
1298953,Tech Mahindra | Software Engineer,2021/06/27,zemoso,senior software engineer,5 years 7 months,14.6 lpa,: 14.6 lpa,hyderabad,zemoso technologies,sde 2,hyderabad,5.583333333333333,1460000.0,1460000.0
913890,Amazon | SDE-2 | Bangalore,2020/10/28,amazon,sde-2,5,"₹ 30,00,000 /",": ₹ 52,50,000 for first year",bangalore india,amazon,sde 2,bangalore,5.0,3000000.0,5250000.0
1176832,L & T Technology Services - Software Engineer,2021/04/26,l & t technology services,software engineer,1 year 11 month,inr 18 lpa,: ~ inr 18 lpa,bangalore,l & t technology services,sde 1,bangalore,1.9166666666666665,1800000.0,1800000.0
1288598,Amazon SDE2 Bay Area,2021/06/22,rupeek,software development engineer ii,3,"inr 2,500,000",": ~inr 2,900,000 after first year","bangalore, india",rupeek,sde 2,bangalore,3.0,2500000.0,2900000.0
1610734,OLA | SDE 2 | Bangalore,2021/12/04,ola,sde-2,5+yrs,"rs. 42,00,000","~ rs. 58,00,000",bangalore,ola,sde 2,bangalore,5.0,4200000.0,5800000.0
646907,Amazon | SDE-1(New Grad) | Bangalore,2020/05/23,amazon,sde-1,0,"13,50,000",": 30,00,000",bangalore,amazon,sde 1,bangalore,0.0,1350000.0,3000000.0
1103088,Setu | SDE2 | Bangalore,2021/03/10,setu,sde2,,inr 25 lpa fixed,,bangalore,setu,sde 2,bangalore,-1.0,2500000.0,-1.0
1416666,Flipkart | SDE1 | Bangalore,2021/08/21,flipkart,sde-1,11 months,₹19 lpa,: 19+2+1.9+1.56= 24.46 l,bangalore,flipkart,sde 1,bangalore,0.9166666666666666,1900000.0,2446000.0
1456524,"American Express | Intern + Full time | Bangalore, IN",2021/09/11,american express,,0,14.5 lpa,(fixed salary + variable + joining bonus) - 16 lacs,gurgaon,american express,n/a,delhi,0.0,1450000.0,1600000.0
671601,Amazon | SDE2 | Bangalore,2020/06/05,amazon,sde2,5,"inr 2,900,000",": inr 5,050,000 first year",bangalore,amazon,sde 2,bangalore,5.0,2900000.0,5050000.0
778157,Goldman Sachs | Software Engineer | Bangalore,2020/08/07,goldman sachs,software engineer,0,16 lac,:23lac,bangalore,goldman sachs,sde 1,bangalore,0.0,1600000.0,2300000.0
1721728,MathWorks | EDG | Bangalore,2022/01/26,mathworks,software engineer,0,"rs. 18,00,000",": rs. 22,85,000 (inr)","bangalore, india base salary",mathworks,sde 1,india,0.0,1800000.0,2285000.0
1487157,Razorpay | SDE-1 | On Campus,2021/09/26,razorpay,sde-1,0 yr,"16,00,000",": inr 20,50,000 first year",bangalore,razorpay,sde 1,bangalore,0.0,1600000.0,2050000.0
930536,Microsoft | L63 | India,2020/11/10,microsoft,senior software egineer/l63,~10,inr 3300000,: ~4400000,india,microsoft,n/a,india,10.0,3300000.0,4400000.0
1636240,Paytm | SDE 1 | Pune,2021/12/19,paytm money,software engineer 1,0,12 lpa,: 17 lpa,pune,paytm,sde 1,pune,0.0,1200000.0,1700000.0
1098280,OLA| SDE-2 | Bangalore,2021/03/07,ola cabs,software development engineer 2,4+,"rs. 35,00,000/-",": rs. 38,00,000/-",bangalore,ola,sde 2,bangalore,4.0,3500000.0,3800000.0
1359470,Microsoft SDE-2 offer | Hyderabad,2021/07/24,cropin technology solutions,senior data engineer,4.5,"inr 26,00,000",": inr 28,00,000",bangalore,cropin technology solutions,data engineer 2,bangalore,4.5,2600000.0,2800000.0
1146517,OCI | IC3 | Bangalore Location,2021/04/07,oracle oci,ic3,5.5,"inr 32,30,000","+ bonus + stock): inr 46,86,000 first year",bangalore,oracle,ic3,bangalore,5.5,3230000.0,4686000.0
1188078,SIXT | SDE-2 | Bangalore,2021/05/02,sixt,sde-2,4,"₹ 30,50,000",: ₹ 30.5 l.p.a + one time bonus of ₹ 3 lakh + retention bones ₹ 3 lakh,banglore india,sixt,sde 2,bangalore,4.0,3050000.0,3050000.0
607998,PaySense |  SE3 | Bangalore,2020/05/02,paysense,se3,4.5,"inr 27,00,000",": inr 29,50,000 first year",bangalore,paysense,sde 3,bangalore,4.5,2700000.0,2950000.0
1088078,Cadence | Software Engineer I | Bangalore,2021/03/01,cadence design systems,software engineer i,6 months,"inr 12,47,164",: ~17 lakhs (for 1st year) + inr 15 lakhs (insurance) + standard cadence benifits,bangalore,cadence design systems,sde 1,bangalore,0.5,1247164.0,1500000.0
883703,LTI | Software Trainee | Mumbai,2020/10/07,lti,software engineer,fresher,rs.6.5 lakh/year,,mumbai,l & t infotech,sde 1,mumbai,0.0,650000.0,-1.0
1201196,Software Engineer | nurture.farm | Bangalore,2021/05/10,nurture.farm,software engineer,2.4,"18,00,000 inr",": ~20,50,000 inr","bangalore, india",nurture.farm,sde 1,bangalore,2.4,1800000.0,2050000.0
1322015,"Ola | SDE-1 | Bangalore, India",2021/07/07,ola,software development engineer i,3,"inr 2,000,000",": ~inr 2,200,000 after first year","bangalore, india",ola,sde 1,bangalore,3.0,2000000.0,2200000.0
1448083,DP World | SDE3,2021/09/06,dp world,sde - 3,6.25,43 lpa fixed,: 43 inr + 10 inr each year = 53 lpa per year,"gurgaon, india",dp world,sde 3,delhi,6.25,4300000.0,5300000.0
1274247,"Expedia | SDE-2 | Gurgaon, India",2021/06/15,expedia group,sde-2,,inr 26 lpa,: ~inr 29.2 lpa,"gurgaon, hr, india",expedia,sde 2,delhi,-1.0,2600000.0,2920000.0
1427322,Paypal SE-2 data engineering,2021/08/26,paypal,se-2,5,"20,50,000",": 27,00,000+ lpa",chennai,paypal,sde 2,chennai,5.0,2050000.0,2700000.0
1606354,"Amazon | SDE 2 | Bangalore, India",2021/12/01,amazon,sde 2,2+ yrs,33,,bangalore,amazon,sde 2,bangalore,2.0,3300000.0,-1.0
1609701,Amazon | SDE 2 | Bangalore,2021/12/03,amazon,sde2,5.6yrs,"inr 44,00,000",: ~72 lpa,bangalore,amazon,sde 2,bangalore,5.6,4400000.0,7200000.0
883059,TCS Digital | System Engineer | Noida,2020/10/07,tata consultancy services limited (tcs),system engineer,0,"rs 6,00,000",": rs 7,00,000",noida,tata consultancy services limited,systems engineer,delhi,0.0,600000.0,700000.0
1001106,Comvia | Product Development Engineer | Gurugram or Bengaluru,2021/01/04,comviva,product development engineer,1.5,"inr 585,000",": 650,000",gurugram,comviva,product development engineer,delhi,1.5,585000.0,650000.0
596963,JP Morgan & Chase | Analyst | Bangalore,2020/04/25,jp morgan & chase,analyst in software engineer program,0,"rs 12,00,000",": ~rs 15,00,000","bangalore, india",jp morgan,n/a,bangalore,0.0,1200000.0,1500000.0
1535730,Oracle | Applications Engineer 3 | Hyderabad vs Interview Kickstart | SE | Bangalore,2021/10/23,oracle,applications engineer 3,2 years 4 months,22lpa,: 30+7.5 = 37.5,hyderabad,oracle,n/a,hyderabad,2.3333333333333335,2200000.0,-1.0
1075691,CGI | ASE,2021/02/21,cgi,ase,0,3.5 lpa,: 3.5 lpa,bangalore,cgi,sde 1,bangalore,0.0,350000.0,350000.0
1461413,Microsoft | SDE2 | L61 | Hyderabad | Septemper 2021,2021/09/13,microsoft,sde-2,2.3 years,inr 25 lpa,: ~inr 37.5 lpa,"hyderabad, india",microsoft,sde 2,hyderabad,2.3,2500000.0,3750000.0
